,user_id,book_id,rating
341,228,227,1
342,1971,134,2
343,1131,155,3
344,1032,380,3
345,1417,340,4
346,188,67,4
347,367,47,3
348,996,42,4
349,550,172,3
350,1554,221,5
351,1393,415,5
352,187,132,2
353,619,89,1
354,590,35,5
355,438,326,3
356,1526,141,2
357,368,48,2
358,934,336,5
359,1230,432,5
360,642,13,4
361,947,139,1
362,346,481,4
363,575,347,5
364,674,217,1
365,116,280,4
366,202,377,5
367,911,164,1
368,33,452,1
369,1054,156,3
370,597,498,2
371,1008,127,3
372,1542,476,2
373,737,278,2
374,96,405,4
375,1650,337,5
376,310,137,5
377,470,408,5
378,1220,476,3
379,386,188,5
380,86,261,3
381,387,26,4
382,612,401,5
383,1922,327,3
384,105,190,4
385,750,340,3
386,1100,128,2
387,976,281,4
388,1660,107,5
389,545,258,2
390,1784,148,5
391,928,244,3
392,394,356,2
393,537,125,1
394,1600,278,2
395,1408,461,1
396,1903,231,1
397,356,159,1
398,380,442,3
399,677,166,5
400,9,370,2
401,1840,329,2
402,645,296,3
403,1172,229,2
404,1078,64,2
405,1032,163,5
406,1253,124,1
407,955,333,4
408,874,96,4
409,1692,15,5
410,1328,323,4
411,746,332,1
412,1184,71,2
413,194,212,2
414,1761,321,5
415,1779,196,1
416,1737,31,4
417,771,214,2
418,1099,293,1
419,1204,131,1
420,1840,6,1
421,1396,453,4
422,1182,391,5
423,1711,224,2
424,253,62,3
425,1095,219,3
426,21,363,1
427,1465,347,4
428,1553,160,3
429,23,490,4
430,791,303,4
431,1300,373,5
432,956,49,1
433,1572,134,4
434,361,162,3
435,592,14,4
436,1578,178,2
437,384,302,4
438,967,385,2
439,886,41,2
440,1871,477,1
441,471,434,5
442,1224,379,5
443,210,262,3
444,1257,470,4
445,1138,477,1
446,1122,259,5
447,572,144,5
448,210,359,2
449,523,179,2
450,87,422,3
451,1994,255,2
452,476,370,2
453,204,144,3
454,284,39,5
455,1391,209,5
456,1271,272,1
457,86,64,5
458,600,171,1
459,87,284,3
460,105,474,4
461,1635,247,2
462,695,393,5
463,118,258,3
464,1653,367,2
465,1822,474,5
466,211,275,5
467,674,433,4
468,1540,408,1
469,604,473,2
470,456,48,1
471,1808,19,5
472,149,448,1
473,201,176,5
474,593,341,3
475,1877,395,5
476,174,396,1
477,894,160,5
478,1634,308,1
479,1513,365,5
480,1482,118,4
481,125,482,1
482,956,75,3
483,789,483,1
484,1913,409,1
485,1166,450,1
486,263,114,5
487,588,77,4
488,1744,359,4
489,206,16,3
490,1473,427,4
491,241,484,2
492,1615,247,5
493,319,251,5
494,1708,48,5
495,1809,312,2
496,1123,441,5
497,381,114,1
498,328,13,2
499,73,52,2
500,977,177,2
501,47,143,5
502,1152,74,2
503,388,186,1
504,1632,164,5
505,850,257,2
506,143,308,4
507,1518,297,5
508,1412,198,4
509,1353,392,1
510,1511,246,4
511,1179,240,3
512,900,323,2
513,411,190,5
514,1391,485,1
515,305,222,2
516,1339,213,1
517,1576,94,2
518,613,232,2
519,974,121,3
520,311,286,2
521,1609,361,1
522,311,414,1
523,1613,492,1
524,636,355,1
525,439,29,3
526,194,366,1
527,6,461,5
528,1725,249,3
529,1278,355,1
530,1760,22,3
531,1004,252,4
532,480,271,2
533,39,278,1
534,1690,383,4
535,1150,440,2
536,790,59,3
537,268,318,1
538,593,276,4
539,1757,33,3
540,907,261,5
541,1510,405,4
542,1143,262,4
543,1481,74,5
544,224,71,5
545,932,374,2
546,1990,164,2
547,159,358,3
548,1617,452,1
549,1740,81,4
550,1391,133,1
551,920,41,1
552,438,28,4
553,420,293,5
554,1125,264,4
555,1726,246,5
556,663,246,1
557,740,178,3
558,171,239,5
559,1652,20,2
560,1154,26,3
561,909,342,4
562,1849,96,3
563,835,26,4
564,423,183,2
565,1484,119,5
566,1221,266,5
567,346,225,1
568,203,343,1
569,1610,402,1
570,672,233,3
571,1757,292,4
572,1271,218,3
573,1286,254,4
574,1001,474,1
575,1905,25,3
576,325,452,1
577,1489,351,5
578,1733,269,1
579,718,273,5
580,246,95,3
581,243,125,1
582,242,124,4
583,1855,27,3
584,315,319,3
585,1548,192,2
586,619,480,5
587,1419,193,1
588,732,5,2
589,955,389,2
590,662,363,1
591,1328,222,3
592,65,345,3
593,852,447,1
594,711,208,4
595,208,489,3
596,302,48,1
597,1555,378,2
598,1967,360,2
599,1075,229,1
600,91,66,2
601,496,478,3
602,1064,408,2
603,936,498,2
604,1482,471,5
605,1050,212,2
606,1507,377,4
607,1506,341,1
608,708,352,2
609,1338,430,4
610,992,335,4
611,1663,374,4
612,999,169,1
613,524,437,2
614,126,211,5
615,1960,225,4
616,155,219,3
617,1682,2,4
618,1613,460,4
619,27,208,3
620,105,306,1
621,1818,366,1
622,1466,77,3
623,1828,132,4
624,1787,73,4
625,1071,89,4
626,1180,367,3
627,1673,263,3
628,482,246,2
629,500,46,3
630,1330,356,2
631,1901,166,4
632,21,328,4
633,1079,157,2
634,409,355,1
635,1725,166,4
636,1199,196,2
637,667,458,5
638,968,478,3
639,886,360,2
640,956,384,4
641,967,55,1
642,102,13,2
643,492,187,3
644,1844,31,3
645,1629,249,1
646,853,440,1
647,807,421,5
648,873,259,5
649,1217,312,3
650,577,336,2
651,1531,252,4
652,871,175,5
653,818,220,4
654,1888,53,1
655,634,182,1
656,1442,439,4
657,1728,255,5
658,1945,324,3
659,744,18,3
660,853,316,4
661,740,418,3
662,941,405,4
663,10,410,1
664,728,163,1
665,399,30,2
666,519,352,2
667,1751,480,1
668,265,245,4
669,723,470,2
670,56,240,3
671,592,432,2
672,1635,236,3
673,1558,83,2
674,264,406,5
675,785,183,2
676,637,377,4
677,274,24,5
678,1076,44,3
679,168,256,2
680,1279,73,1
681,867,95,3
682,390,42,5
683,237,252,4
684,1600,149,1
685,929,217,3
686,830,324,1
687,232,100,4
688,1085,465,5
689,1702,226,2
690,856,471,3
691,1714,178,5
692,557,129,4
693,1583,69,4
694,1868,351,1
695,1918,188,3
696,247,88,1
697,1191,301,1
698,1017,281,5
699,237,499,1
700,1839,43,1
701,470,161,2
702,1609,151,1
703,1663,253,4
704,1774,173,4
705,76,173,4
706,1538,216,5
707,1114,327,2
708,1870,343,1
709,1869,334,5
710,1250,420,4
711,1689,227,1
712,915,252,3
713,532,227,4
714,370,240,3
715,1996,307,4
716,166,190,4
717,547,42,2
718,867,270,4
719,1716,467,1
720,969,367,3
721,562,181,5
722,516,451,4
723,805,415,3
724,612,334,3
725,1527,454,4
726,145,179,5
727,728,100,4
728,231,344,2
729,1458,320,4
730,602,240,4
731,1340,402,1
732,1574,43,2
733,1697,69,2
734,630,143,1
735,1867,354,3
736,1564,13,4
737,1517,343,2
738,909,378,5
739,1508,347,2
740,607,293,3
741,202,221,5
742,453,259,1
743,1543,66,2
744,1981,414,5
745,1226,25,4
746,812,85,4
747,1766,395,4
748,1824,249,3
749,1101,452,5
750,1512,207,3
751,1858,339,1
752,897,224,4
753,1950,320,3
754,821,325,1
755,1090,147,1
756,1207,23,2
757,167,71,4
758,1461,185,3
759,1757,267,3
760,892,234,2
761,102,490,1
762,1134,226,3
763,702,83,1
764,1798,458,2
765,1594,426,1
766,1823,18,4
767,1603,3,3
768,1641,115,3
769,1630,49,3
770,573,332,3
771,1413,394,3
772,1198,226,5
773,1921,476,3
774,1795,177,5
775,821,369,1
776,646,73,1
777,131,112,3
778,895,156,3
779,1952,137,3
780,193,157,2
781,546,421,4
782,771,247,3
783,1407,153,3
784,624,414,5
785,269,73,4
786,600,69,3
787,62,493,4
788,1353,97,1
789,408,302,5
790,745,479,5
791,1593,315,4
792,927,350,3
793,1135,497,5
794,592,455,4
795,1224,362,2
796,488,392,3
797,213,190,2
798,385,263,2
799,307,426,2
800,1948,159,5
801,782,198,5
802,1455,493,5
803,957,415,3
804,704,4,1
805,1423,470,5
806,1070,267,1
807,1056,66,3
808,1363,411,5
809,1224,489,5
810,104,372,3
811,1397,196,3
812,1923,125,5
813,329,325,3
814,1296,217,3
815,1708,403,5
816,369,100,4
817,1898,206,3
818,647,154,3
819,135,303,1
820,839,108,3
821,169,388,5
822,1015,94,3
823,1693,460,1
824,1642,283,4
825,1742,132,4
826,846,202,5
827,1794,75,4
828,893,168,4
829,1183,471,5
830,768,16,2
831,1603,293,4
832,216,411,1
833,334,56,4
834,134,462,4
835,570,216,3
836,711,115,3
837,1292,245,5
838,1170,280,2
839,907,388,4
840,1139,107,2
841,1723,294,1
842,788,129,4
843,1420,93,3
844,826,299,1
845,1887,221,2
846,76,326,4
847,1904,447,3
848,1786,64,3
849,630,497,1
850,923,376,4
851,1313,376,2
852,830,328,2
853,123,119,3
854,1187,140,3
855,1997,122,5
856,1643,273,5
857,831,182,1
858,676,154,3
859,304,443,5
860,1810,370,2
861,822,171,3
862,1513,140,2
863,870,280,3
864,1527,381,3
865,695,217,5
866,1183,190,2
867,1807,280,5
868,916,417,2
869,197,154,2
870,1857,49,2
871,1762,398,3
872,1106,330,4
873,1310,144,5
874,1206,308,5
875,1947,207,4
876,445,193,1
877,1270,141,2
878,1810,175,1
879,1622,380,4
880,345,372,1
881,991,489,4
882,427,227,5
883,308,422,4
884,444,325,2
885,320,302,4
886,1608,377,2
887,1946,256,3
888,1869,18,5
889,1332,188,2
890,837,143,3
891,1721,12,3
892,1568,274,4
893,1718,349,3
894,138,132,3
895,895,20,3
896,1949,455,2
897,6,1,2
898,1436,302,2
899,124,481,5
900,460,4,1
901,49,253,3
902,1085,239,1
903,1337,332,4
904,1974,328,4
905,18,1,2
906,1562,69,5
907,31,117,1
908,202,304,1
909,1791,237,2
910,93,460,3
911,454,425,4
912,1131,313,5
913,1833,21,2
914,1597,17,1
915,1953,332,4
916,1016,148,2
917,1069,365,1
918,1137,449,4
919,847,413,5
920,403,492,2
921,1145,333,5
922,1931,365,5
923,464,277,4
924,1791,353,5
925,197,400,4
926,1311,70,3
927,67,21,1
928,116,424,2
929,1876,9,3
930,1976,299,4
931,1345,2,3
932,1360,119,4
933,163,497,4
934,1963,17,1
935,394,294,3
936,845,498,2
937,1213,273,1
938,1178,447,3
939,159,91,2
940,1048,109,1
941,1901,305,3
942,423,352,5
943,1445,156,2
944,1079,92,4
945,1676,394,5
946,260,487,1
947,1530,155,4
948,659,326,5
949,285,245,4
950,1929,263,2
951,638,374,3
952,1151,175,1
953,1583,390,1
954,96,284,4
955,1454,191,5
956,271,71,3
957,1506,246,3
958,1183,271,4
959,1143,76,5
960,478,13,3
961,259,301,2
962,656,84,3
963,1897,43,1
964,876,275,3
965,1494,395,2
966,1574,67,2
967,1848,203,1
968,1373,409,4
969,1662,448,5
970,176,449,5
971,390,202,5
972,674,468,5
973,1756,108,2
974,1340,385,3
975,552,147,1
976,687,328,3
977,366,466,3
978,265,495,2
979,1384,266,4
980,737,64,1
981,1160,103,3
982,1702,431,2
983,302,170,1
984,1974,361,2
985,1306,356,4
986,1996,15,5
987,99,45,3
988,1569,228,4
989,1429,92,4
990,1110,14,3
991,858,378,1
992,1139,287,5
993,419,443,3
994,747,240,2
995,1263,182,3
996,319,171,2
997,330,123,1
998,143,124,2
999,672,242,5
1000,1453,222,4
1001,1165,114,3
1002,743,24,4
1003,1141,338,5
1004,1512,65,4
1005,138,274,4
1006,1850,132,5
1007,262,259,3
1008,1905,149,1
1009,1697,383,1
1010,1693,196,3
1011,1117,306,2
1012,1230,475,1
1013,1624,96,5
1014,1297,11,3
1015,1771,452,4
1016,626,427,4
1017,54,266,2
1018,806,306,2
1019,464,259,2
1020,264,325,2
1021,94,349,3
1022,1537,247,4
1023,1948,490,2
1024,1418,295,4
1025,431,446,1
1026,718,439,2
1027,1548,37,4
1028,1663,418,5
1029,1530,284,3
1030,1767,208,3
1031,1715,481,1
1032,1553,337,1
1033,961,20,3
1034,1814,195,2
1035,380,385,4
1036,1030,84,4
1037,413,402,4
1038,1456,206,5
1039,1686,68,2
1040,1997,215,1
1041,318,409,5
1042,402,225,2
1043,756,276,2
1044,1934,71,2
1045,1768,339,3
1046,447,443,4
1047,311,214,4
1048,1626,285,1
1049,1576,400,2
1050,691,200,2
1051,861,273,2
1052,45,431,4
1053,1563,243,2
1054,700,319,3
1055,1519,16,3
1056,284,409,1
1057,698,380,5
1058,1049,463,4
1059,1543,204,3
1060,356,55,5
1061,1393,336,1
1062,612,354,5
1063,669,415,1
1064,1884,358,2
1065,1610,205,2
1066,1709,114,5
1067,246,423,3
1068,986,398,4
1069,1905,315,4
1070,1348,158,3
1071,60,306,3
1072,731,116,2
1073,30,232,1
1074,904,294,1
1075,189,272,5
1076,747,251,5
1077,469,108,2
1078,91,37,1
1079,134,254,4
1080,1639,468,4
1081,1937,334,4
1082,140,30,3
1083,1639,76,1
1084,170,7,4
1085,1560,12,3
1086,1266,339,4
1087,1182,463,1
1088,784,435,3
1089,1950,163,4
1090,850,309,5
1091,703,6,4
1092,1409,349,5
1093,577,12,3
1094,1654,485,5
1095,672,294,3
1096,1868,301,3
1097,486,136,3
1098,1842,325,5
1099,136,61,3
1100,1189,222,2
1101,1220,373,4
1102,503,384,3
1103,1073,224,4
1104,868,326,1
1105,1983,120,1
1106,1122,82,2
1107,1059,83,3
1108,671,134,4
1109,700,177,4
1110,1403,95,2
1111,1502,141,5
1112,1487,51,5
1113,728,50,3
1114,824,140,3
1115,1192,149,2
1116,1526,312,3
1117,1501,48,3
1118,1443,120,4
1119,799,395,2
1120,423,250,5
1121,1462,445,5
1122,1241,105,3
1123,1584,226,1
1124,148,374,5
1125,1546,213,3
1126,615,105,2
1127,1943,48,1
1128,731,383,3
1129,1372,94,3
1130,4,399,3
1131,1910,200,2
1132,1571,368,2
1133,619,477,3
1134,949,199,3
1135,333,466,1
1136,182,435,4
1137,1992,162,2
1138,1853,410,2
1139,1143,33,2
1140,822,55,1
1141,1336,192,1
1142,1767,11,1
1143,146,235,4
1144,1300,463,1
1145,1586,72,5
1146,542,303,4
1147,671,194,4
1148,412,129,2
1149,1525,81,5
1150,1092,191,3
1151,877,491,2
1152,1254,249,4
1153,597,68,4
1154,1531,139,5
1155,856,164,4
1156,590,188,5
1157,552,301,1
1158,1940,364,4
1159,863,406,5
1160,796,90,1
1161,1184,381,5
1162,155,146,4
1163,1092,273,4
1164,401,455,5
1165,602,495,1
1166,1158,419,2
1167,1255,371,2
1168,897,133,5
1169,1034,332,5
1170,1309,168,4
1171,879,188,2
1172,1881,432,2
1173,677,335,3
1174,1350,399,3
1175,1126,246,3
1176,6,484,1
1177,1277,148,5
1178,1452,183,2
1179,691,122,5
1180,1304,143,4
1181,49,55,4
1182,1320,481,1
1183,1015,173,1
1184,1481,68,3
1185,1771,206,2
1186,1938,41,5
1187,1730,82,5
1188,355,287,1
1189,636,127,1
1190,1550,409,5
1191,1227,490,3
1192,386,294,5
1193,452,70,4
1194,1751,199,3
1195,247,313,4
1196,1115,103,1
1197,119,361,4
1198,887,153,2
1199,1699,315,3
1200,1399,439,5
1201,23,190,4
1202,1765,467,2
1203,1292,41,2
1204,1001,284,3
1205,981,468,3
1206,154,102,2
1207,1842,251,2
1208,1950,347,4
1209,178,51,2
1210,1198,70,3
1211,567,104,5
1212,121,17,3
1213,1086,128,1
1214,47,2,5
1215,1210,215,1
1216,1079,284,3
1217,105,292,1
1218,1483,165,1
1219,693,233,4
1220,1374,98,5
1221,1618,157,2
1222,1319,486,1
1223,410,200,1
1224,632,327,5
1225,1717,300,1
1226,418,453,2
1227,493,65,3
1228,1241,195,4
1229,1024,443,1
1230,1809,175,3
1231,319,338,1
1232,1581,110,1
1233,1374,359,1
1234,1370,225,5
1235,899,468,3
1236,1864,315,1
1237,348,359,5
1238,973,453,5
1239,825,430,4
1240,287,205,5
1241,957,188,1
1242,1439,418,2
1243,1478,24,3
1244,1632,109,1
1245,1231,220,5
1246,774,415,5
1247,1016,260,1
1248,1222,286,1
1249,424,479,3
1250,822,83,2
1251,1387,484,3
1252,60,125,4
1253,179,33,5
1254,284,355,5
1255,1962,275,5
1256,194,78,2
1257,1126,447,5
1258,503,104,3
1259,842,417,5
1260,133,362,2
1261,1512,250,5
1262,1731,217,5
1263,1004,39,4
1264,1187,151,1
1265,453,410,4
1266,312,280,1
1267,1115,443,3
1268,1951,177,4
1269,233,10,1
1270,1667,236,1
1271,1810,439,4
1272,837,410,5
1273,658,418,3
1274,1460,111,2
1275,783,493,4
1276,1544,412,3
1277,708,154,4
1278,637,346,4
1279,654,57,1
1280,197,69,4
1281,1582,197,1
1282,576,301,3
1283,272,12,2
1284,389,207,5
1285,1893,212,1
1286,1627,406,5
1287,1972,182,4
1288,110,60,3
1289,228,29,4
1290,1142,392,4
1291,222,283,1
1292,2,311,2
1293,1756,475,2
1294,587,2,5
1295,83,20,2
1296,87,272,4
1297,541,455,3
1298,1669,258,4
1299,1658,310,5
1300,199,282,5
1301,1277,92,3
1302,204,67,5
1303,1816,231,1
1304,925,343,3
1305,113,9,3
1306,1758,231,3
1307,865,468,2
1308,807,324,3
1309,1805,252,2
1310,1859,247,5
1311,143,387,1
1312,604,477,1
1313,222,27,2
1314,88,341,3
1315,1288,378,4
1316,317,360,2
1317,942,206,1
1318,879,270,1
1319,1659,184,4
1320,636,342,4
1321,115,389,4
1322,244,350,3
1323,773,95,2
1324,1053,373,2
1325,1280,261,3
1326,673,147,3
1327,966,486,3
1328,283,132,3
1329,1028,93,1
1330,974,148,1
1331,336,65,2
1332,1712,185,1
1333,662,340,5
1334,1875,467,1
1335,911,350,3
1336,426,245,5
1337,588,217,3
1338,1736,404,4
1339,1650,133,4
1340,686,239,1
1341,1566,272,3
1342,82,336,3
1343,1220,367,4
1344,849,334,2
1345,266,285,5
1346,289,70,4
1347,1747,287,5
1348,1730,73,2
1349,447,20,3
1350,203,327,4
1351,467,164,5
1352,976,79,3
1353,767,459,4
1354,1346,236,2
1355,1948,311,3
1356,1119,12,5
1357,1719,156,3
1358,973,285,1
1359,1850,459,4
1360,994,34,3
1361,849,312,3
1362,918,360,4
1363,634,308,5
1364,1102,304,2
1365,261,205,5
1366,1083,472,4
1367,1032,283,2
1368,468,111,3
1369,326,346,3
1370,17,468,3
1371,1840,467,5
1372,34,104,1
1373,1122,474,2
1374,657,365,1
1375,1207,115,4
1376,1378,416,4
1377,708,361,2
1378,1813,24,1
1379,577,247,4
1380,1442,91,1
1381,1595,345,2
1382,546,328,2
1383,1031,315,4
1384,1379,262,4
1385,685,225,5
1386,1999,439,1
1387,692,67,1
1388,403,6,4
1389,1309,273,3
1390,1209,9,1
1391,1628,190,4
1392,1755,187,1
1393,563,235,5
1394,840,486,5
1395,926,213,3
1396,413,207,3
1397,458,163,2
1398,1970,323,2
1399,52,170,2
1400,1648,19,1
1401,1978,94,4
1402,1037,220,4
1403,358,243,3
1404,1844,260,2
1405,1290,191,4
1406,1431,37,4
1407,809,133,2
1408,1592,256,3
1409,1846,217,3
1410,925,176,2
1411,1639,158,3
1412,522,425,4
1413,1153,155,5
1414,93,23,2
1415,1217,78,3
1416,17,30,1
1417,967,298,3
1418,1860,59,4
1419,351,108,5
1420,1110,144,2
1421,1988,115,4
1422,790,283,4
1423,1757,34,2
1424,1758,354,2
1425,1760,430,5
1426,1028,341,1
1427,47,376,3
1428,1130,91,1
1429,1656,330,5
1430,1416,482,2
1431,926,11,3
1432,1003,54,4
1433,1430,404,5
1434,982,110,4
1435,894,319,5
1436,1620,123,4
1437,1630,158,4
1438,1060,57,4
1439,633,324,4
1440,1527,18,5
1441,149,275,3
1442,1101,200,3
1443,1868,128,1
1444,35,420,2
1445,195,253,4
1446,1990,35,3
1447,108,478,2
1448,1292,402,3
1449,819,265,5
1450,310,160,1
1451,951,298,4
1452,1185,308,4
1453,1567,175,5
1454,695,376,5
1455,1166,226,4
1456,581,431,3
1457,42,108,1
1458,1990,288,1
1459,1106,448,5
1460,219,172,2
1461,33,349,4
1462,1462,161,2
1463,1602,297,5
1464,1747,376,1
1465,301,161,4
1466,158,249,4
1467,1413,408,3
1468,58,495,5
1469,1037,103,4
1470,1910,245,4
1471,33,136,4
1472,1648,240,5
1473,1822,168,4
1474,1752,483,5
1475,1791,303,4
1476,1085,201,2
1477,1557,109,2
1478,992,372,2
1479,1090,138,2
1480,583,56,1
1481,1999,92,5
1482,1977,77,4
1483,1935,58,5
1484,64,159,5
1485,362,357,4
1486,429,60,1
1487,1958,438,4
1488,491,341,5
1489,1324,80,3
1490,1440,112,4
1491,915,73,2
1492,614,418,3
1493,760,81,1
1494,903,83,5
1495,996,382,3
1496,1452,182,1
1497,52,114,4
1498,508,412,1
1499,1989,279,1
1500,1990,266,2
1501,146,229,5
1502,1985,75,3
1503,1487,211,4
1504,166,329,3
1505,392,43,2
1506,605,21,2
1507,1521,233,3
1508,1215,311,5
1509,905,101,2
1510,1100,366,2
1511,874,222,2
1512,654,418,3
1513,902,221,1
1514,1503,444,5
1515,144,350,3
1516,1155,340,5
1517,1558,246,3
1518,1935,153,1
1519,1149,156,1
1520,1268,121,1
1521,73,359,3
1522,1461,470,4
1523,22,404,4
1524,867,435,1
1525,1000,351,4
1526,1969,13,3
1527,1843,491,3
1528,1644,82,5
1529,1561,168,2
1530,738,410,3
1531,592,490,3
1532,944,187,2
1533,1965,392,1
1534,1636,395,3
1535,1791,192,5
1536,707,372,4
1537,528,120,5
1538,1162,386,5
1539,536,19,1
1540,280,450,4
1541,668,150,5
1542,714,249,5
1543,1196,335,1
1544,752,466,4
1545,811,404,3
1546,1284,287,1
1547,882,21,2
1548,450,96,2
1549,1484,100,4
1550,1749,162,2
1551,1975,480,1
1552,1944,182,2
1553,1297,290,3
1554,1191,422,2
1555,1956,155,5
1556,1083,375,1
1557,213,122,1
1558,110,456,3
1559,1304,28,4
1560,1464,352,3
1561,483,317,4
1562,1805,99,3
1563,1669,249,3
1564,805,330,2
1565,1253,189,5
1566,1475,385,3
1567,1662,137,1
1568,1007,88,3
1569,1466,126,1
1570,1577,273,3
1571,761,72,3
1572,1916,217,1
1573,1401,127,1
1574,390,255,2
1575,1522,291,1
