,user_id,book_id
716,473,437
717,1369,312
718,839,16
719,122,175
720,901,401
721,1740,452
722,1796,18
723,1282,333
724,954,336
725,1318,309
726,826,227
727,1557,25
728,846,265
729,1752,161
730,471,419
731,1765,136
732,266,386
733,815,490
734,1781,376
735,1707,284
736,1594,79
737,645,337
738,1136,203
739,1199,216
740,846,389
741,819,42
742,483,400
743,502,66
744,328,359
745,597,177
746,832,213
747,961,122
748,551,477
749,1933,227
750,1387,240
751,525,384
752,727,236
753,64,241
754,1195,92
755,1005,4
756,191,169
757,1587,124
758,474,452
759,516,490
760,1869,14
761,1561,52
762,942,372
763,705,159
764,1767,419
765,624,402
766,799,254
767,38,201
768,1030,467
769,413,462
770,1104,94
771,371,440
772,1541,85
773,1137,321
774,1540,381
775,416,379
776,1142,143
777,658,110
778,1724,77
779,609,423
780,1030,389
781,1725,89
782,799,385
783,1352,114
784,1437,458
785,1646,81
786,1673,174
787,1608,88
788,1974,138
789,1165,356
790,1490,383
791,1604,443
792,438,168
793,259,71
794,793,232
795,693,357
796,942,341
797,868,357
798,577,176
799,816,413
800,1199,365
801,1456,302
802,1851,78
803,359,488
804,1396,261
805,495,214
806,1841,395
807,1962,371
808,504,326
809,1739,73
810,102,187
811,341,178
812,1467,299
813,1169,113
814,1515,253
815,526,481
816,106,93
817,1170,431
818,1298,20
819,345,485
820,695,217
821,709,223
822,1067,489
823,764,442
824,1630,315
825,671,181
826,1155,336
827,1792,249
828,1259,312
829,1741,316
830,630,9
831,8,295
832,1942,55
833,729,43
834,1324,213
835,1603,1
836,538,208
837,329,494
838,1841,65
839,1962,129
840,383,261
841,1469,194
842,637,410
843,637,177
844,104,317
845,295,27
846,1167,97
847,1598,239
848,1826,45
849,1116,496
850,899,384
851,1628,134
852,1604,274
853,705,167
854,830,484
855,874,100
856,235,80
857,1089,362
858,1967,434
859,119,97
860,790,327
861,926,404
862,1773,252
863,229,57
864,86,451
865,932,146
866,907,399
867,1790,425
868,721,184
869,1100,379
870,1656,308
871,1642,461
872,1614,325
873,1830,303
874,925,131
875,898,236
876,1300,31
877,693,420
878,673,104
879,265,343
880,459,120
881,1817,201
882,1263,350
883,1431,137
884,1071,488
885,490,82
886,1599,221
887,1810,276
888,1418,75
889,395,139
890,1496,161
891,1691,474
892,673,353
893,1873,131
894,399,298
895,1115,157
896,1558,15
897,821,144
898,1178,114
899,1930,462
900,894,115
901,1491,15
902,701,249
903,1172,379
904,1834,496
905,945,271
906,804,235
907,1669,246
908,416,147
909,1609,237
910,385,488
911,1078,338
912,783,222
913,1379,298
914,370,314
915,896,46
916,96,79
917,1983,72
918,871,156
919,579,215
920,1306,56
921,1319,266
922,765,493
923,1639,458
924,19,432
925,643,161
926,1727,228
927,258,343
928,1141,338
929,1476,123
930,607,252
931,1430,4
932,811,291
933,865,395
934,618,375
935,439,126
936,1861,384
937,1515,92
938,348,162
939,1063,273
940,874,442
941,544,451
942,1805,24
943,1304,462
944,1305,455
945,1879,491
946,1889,473
947,432,477
948,890,249
949,1876,427
950,614,374
951,1506,335
952,660,181
953,898,205
954,361,430
955,417,87
956,1971,266
957,910,62
958,1129,477
959,1989,68
960,351,428
961,516,411
962,344,456
963,50,459
964,1401,424
965,1795,366
966,1409,45
967,335,103
968,1409,12
969,281,145
970,308,399
971,288,119
972,68,142
973,1168,26
974,1843,196
975,305,9
976,1292,47
977,869,107
978,824,201
979,162,161
980,1399,226
981,1841,498
982,985,163
983,430,70
984,822,164
985,728,341
986,1987,34
987,1790,395
988,1331,439
989,836,242
990,549,486
991,1280,118
992,1979,459
993,687,200
994,1635,91
995,340,24
996,1858,128
997,582,4
998,109,132
999,140,463
1000,1652,241
1001,675,255
1002,914,115
1003,206,444
1004,450,360
1005,1345,97
1006,159,264
1007,734,111
1008,719,399
1009,599,12
1010,1851,128
1011,1332,315
1012,499,83
1013,125,6
1014,332,341
1015,1368,482
1016,1671,471
1017,77,337
1018,381,326
1019,1292,64
1020,1565,276
1021,234,343
1022,733,482
1023,84,79
1024,1502,76
1025,1667,482
1026,1399,469
1027,1985,124
1028,1136,224
1029,374,251
1030,374,321
1031,1811,3
1032,917,51
1033,775,480
1034,1532,52
1035,1220,383
1036,990,167
1037,1766,11
1038,585,19
1039,351,264
1040,1370,126
1041,458,293
1042,811,181
1043,1796,181
1044,1236,447
1045,944,151
1046,735,440
1047,1978,492
1048,1916,28
1049,1303,453
1050,345,78
1051,480,154
1052,1389,439
1053,1294,491
1054,1020,243
1055,1667,164
1056,1138,262
1057,1977,473
1058,359,176
1059,1105,330
1060,102,135
1061,1351,110
1062,1725,354
1063,1767,371
1064,1964,145
1065,1759,472
1066,554,320
1067,1855,312
1068,326,181
1069,1750,256
1070,741,204
1071,638,200
1072,1174,135
1073,1126,284
1074,1845,495
1075,401,324
1076,1213,129
1077,1608,162
1078,1153,312
1079,776,87
1080,295,209
1081,444,452
1082,741,29
1083,1709,441
1084,1869,60
1085,1051,42
1086,1849,351
1087,231,249
1088,1313,188
1089,1427,449
1090,258,283
1091,660,132
1092,1548,455
1093,1279,272
1094,753,388
1095,453,454
1096,1751,358
1097,127,163
1098,1525,366
1099,780,319
1100,447,473
1101,609,147
1102,21,275
1103,1180,356
1104,897,428
1105,663,314
1106,374,75
1107,921,39
1108,1647,217
1109,202,336
1110,1283,302
1111,1609,294
1112,827,38
1113,1467,466
1114,1970,291
1115,1809,145
1116,383,409
1117,62,175
1118,982,307
1119,1880,350
1120,278,174
1121,97,255
1122,269,499
1123,1524,488
1124,590,108
1125,720,292
1126,488,137
1127,232,443
1128,788,372
1129,16,259
1130,1750,404
1131,1810,68
1132,509,253
1133,317,142
1134,577,242
1135,1354,261
1136,495,474
1137,286,413
1138,1299,370
1139,647,410
1140,1146,142
1141,1609,157
1142,301,449
1143,1796,328
1144,127,167
1145,1342,206
1146,1692,16
1147,1196,393
1148,1705,343
1149,193,451
1150,107,208
1151,904,92
1152,836,271
1153,1355,400
1154,1179,287
1155,15,367
1156,651,79
1157,277,350
1158,17,22
1159,1290,238
1160,639,463
1161,1300,393
1162,677,392
1163,613,318
1164,163,242
1165,348,346
1166,1600,230
1167,336,309
1168,496,143
1169,1127,421
1170,836,124
1171,1576,237
1172,1237,225
1173,1461,105
1174,1343,486
1175,1911,166
1176,744,144
1177,826,430
1178,1504,259
1179,903,75
1180,1301,24
1181,1093,323
1182,1645,437
1183,810,93
1184,271,60
1185,1519,59
1186,1554,435
1187,1418,427
1188,353,185
1189,526,200
1190,1496,414
1191,191,104
1192,1492,285
1193,1231,283
1194,418,442
1195,1389,202
1196,1574,428
1197,716,36
1198,1267,445
1199,519,459
1200,403,38
1201,1798,85
1202,1586,168
1203,1233,433
1204,527,314
1205,537,188
1206,1724,423
1207,883,91
1208,1282,292
1209,1943,409
1210,379,112
1211,317,148
1212,604,428
1213,185,411
1214,1232,362
1215,1769,446
1216,1402,36
1217,308,90
1218,556,164
1219,633,2
1220,900,46
1221,1364,348
1222,1323,402
1223,104,12
1224,888,128
1225,1390,257
1226,94,206
1227,720,158
1228,1835,260
1229,1486,421
1230,663,78
1231,323,91
1232,258,90
1233,1581,139
1234,1720,263
1235,32,368
1236,1634,420
1237,229,454
1238,1220,349
1239,330,367
1240,1236,326
1241,492,361
1242,1860,364
1243,1835,130
1244,585,47
1245,81,480
1246,1325,295
1247,722,27
1248,686,455
1249,1343,11
1250,1879,311
1251,628,228
1252,746,342
1253,1991,123
1254,1877,448
1255,1564,150
1256,330,254
1257,968,360
1258,1002,457
1259,1158,95
1260,1927,353
1261,17,215
1262,1555,383
1263,821,179
1264,14,201
1265,1330,36
1266,735,397
1267,251,259
1268,1567,446
1269,1235,141
1270,1539,462
1271,639,469
1272,1211,393
1273,1634,176
1274,639,382
1275,1497,347
1276,1505,61
1277,1135,186
1278,848,358
1279,479,72
1280,1158,414
1281,698,317
1282,1830,80
1283,116,154
1284,1021,462
1285,1404,351
1286,1158,264
1287,375,294
1288,1644,499
1289,47,221
1290,386,116
1291,425,277
1292,1392,104
1293,255,454
1294,1404,449
1295,411,367
1296,1100,385
1297,862,232
1298,876,50
1299,175,397
1300,91,330
1301,1817,213
1302,754,352
1303,1387,190
1304,1957,499
1305,1856,421
1306,781,413
1307,580,223
1308,386,296
1309,1580,355
1310,1462,363
1311,1103,307
1312,1692,418
1313,1416,499
1314,1181,299
1315,1961,292
1316,556,173
1317,1347,82
1318,845,6
1319,302,461
1320,1347,180
1321,1672,295
1322,78,269
1323,123,62
1324,1160,128
1325,376,176
1326,28,9
1327,1281,406
1328,1911,355
1329,506,45
1330,213,9
1331,1870,485
1332,1584,239
1333,582,329
1334,1936,162
1335,902,420
1336,764,257
1337,956,88
1338,1613,154
1339,43,382
1340,1930,19
1341,1072,100
1342,1046,344
1343,1772,257
1344,1532,159
1345,1700,232
1346,513,368
1347,1417,424
1348,1752,77
1349,1832,210
1350,1870,11
1351,1558,115
1352,116,364
1353,934,111
1354,1860,261
1355,421,78
1356,1711,189
1357,126,173
1358,912,215
1359,598,460
1360,1959,298
1361,1268,486
1362,1291,12
1363,1194,58
1364,991,240
1365,1610,200
1366,890,256
1367,1151,495
1368,1979,429
1369,472,266
1370,28,163
1371,739,53
1372,709,407
1373,1601,227
1374,1786,464
1375,209,48
1376,390,102
1377,1459,75
1378,1212,450
1379,1430,130
1380,1935,198
1381,763,148
1382,1376,477
1383,1357,130
1384,1212,396
1385,1943,99
1386,1481,176
1387,934,5
1388,959,145
1389,119,475
1390,1678,63
1391,340,467
1392,837,228
1393,900,73
1394,1192,310
1395,930,46
1396,1504,314
1397,257,376
1398,653,2
1399,1002,440
1400,1023,63
1401,1595,188
1402,206,392
1403,1889,287
1404,1468,250
1405,432,328
1406,303,132
1407,1598,127
1408,1310,228
1409,1177,355
1410,1951,155
1411,593,294
1412,630,258
1413,1900,325
1414,235,145
1415,188,201
1416,1709,254
1417,104,136
1418,1803,289
1419,1962,3
1420,531,288
1421,478,477
1422,1330,152
1423,619,432
1424,1992,199
1425,503,493
1426,1179,184
1427,1526,488
1428,747,346
1429,660,182
1430,1426,29
1431,539,228
1432,1621,156
1433,1017,6
1434,537,168
1435,1764,74
1436,635,434
1437,963,429
1438,611,347
1439,1825,340
1440,220,222
1441,283,112
1442,1281,237
1443,1882,169
1444,778,438
1445,1060,89
1446,643,107
1447,85,56
1448,788,300
1449,336,171
1450,1448,438
1451,50,12
1452,1489,159
1453,224,217
1454,415,242
1455,192,440
1456,1424,405
1457,1776,274
1458,1133,253
1459,774,95
1460,1779,74
1461,371,173
1462,1033,122
1463,770,113
1464,694,267
1465,1546,410
1466,1498,147
1467,1746,97
1468,1022,380
1469,1694,292
1470,1992,305
1471,1390,319
1472,401,295
1473,28,379
1474,1554,162
1475,1944,345
1476,286,343
1477,1487,375
1478,1493,181
1479,1641,176
1480,1277,180
1481,466,489
1482,1481,207
1483,1594,336
1484,1700,139
1485,1164,204
1486,999,153
1487,1082,116
1488,121,237
1489,1251,249
1490,626,189
1491,211,267
1492,1183,481
1493,1680,492
1494,479,372
1495,109,462
1496,1200,256
1497,517,258
1498,321,113
1499,146,229
1500,1035,86
1501,594,427
1502,857,215
1503,1962,45
1504,683,152
1505,1009,77
1506,433,381
1507,1588,194
1508,1235,428
1509,1079,246
1510,935,134
1511,378,86
1512,1146,212
1513,686,174
1514,690,294
1515,1534,441
1516,1220,111
1517,1504,411
1518,1888,269
1519,126,268
1520,997,494
1521,478,301
1522,435,374
1523,1259,495
1524,766,444
1525,256,398
1526,567,470
1527,1556,453
1528,1010,243
1529,481,280
1530,1291,267
1531,1310,350
1532,1645,49
1533,1183,405
1534,1668,445
1535,1638,135
1536,1715,255
1537,319,93
1538,1065,190
1539,1508,468
1540,753,492
1541,1573,274
1542,119,338
1543,1646,169
1544,1150,317
1545,634,307
1546,1610,53
1547,637,455
1548,1268,5
1549,765,367
1550,292,314
1551,1199,281
1552,450,215
1553,1980,122
1554,107,136
1555,844,44
1556,1910,489
1557,112,122
1558,151,125
1559,313,458
1560,1879,160
1561,710,274
1562,625,134
1563,671,231
1564,353,486
1565,1876,254
1566,1825,396
1567,1609,337
1568,336,458
1569,1756,88
1570,739,96
1571,1925,223
1572,1147,385
1573,976,368
1574,1733,216
1575,673,145
1576,1100,116
1577,1348,34
1578,576,436
1579,775,490
1580,1714,277
1581,1240,466
1582,973,139
1583,1348,233
1584,1419,430
1585,1096,133
1586,718,351
1587,1026,461
1588,237,404
1589,896,294
1590,892,13
1591,625,76
1592,969,236
1593,480,293
1594,282,401
1595,1833,190
1596,1664,137
1597,1695,404
1598,1957,31
1599,509,140
1600,543,441
1601,827,258
1602,1297,139
1603,321,495
1604,1340,451
1605,1614,19
1606,1502,197
1607,281,58
1608,371,70
1609,438,119
1610,742,66
1611,1717,151
1612,370,434
1613,1827,138
1614,911,146
1615,356,193
1616,79,72
1617,527,160
1618,747,490
1619,292,283
1620,46,66
1621,1297,71
1622,481,228
1623,1203,473
1624,1790,204
1625,1478,110
1626,1124,223
1627,1457,498
1628,1711,111
1629,757,131
1630,1135,92
1631,388,496
1632,1980,367
1633,695,19
1634,923,260
1635,1906,203
1636,1286,447
1637,1007,314
1638,462,406
1639,400,62
1640,555,294
1641,462,452
1642,1663,462
1643,147,377
1644,1886,60
1645,373,335
1646,280,110
1647,954,155
1648,1562,336
1649,1335,482
1650,599,391
1651,1102,298
1652,1501,216
1653,64,42
1654,620,194
1655,189,41
1656,1614,236
1657,217,472
1658,803,200
1659,1318,442
1660,1000,120
1661,1775,30
1662,387,189
1663,1618,440
1664,1962,475
1665,281,235
1666,1001,248
1667,398,314
1668,913,459
1669,1098,108
1670,1514,75
1671,1730,157
1672,297,350
1673,553,206
1674,612,236
1675,1402,30
1676,268,40
1677,1842,443
1678,1879,51
1679,1565,328
1680,1564,113
1681,465,122
1682,126,161
1683,1593,364
1684,1508,378
1685,1773,263
1686,447,401
1687,1226,179
1688,1371,422
1689,373,458
1690,117,342
1691,444,34
1692,1739,292
1693,971,402
1694,1451,224
1695,1601,16
1696,488,199
1697,732,19
1698,1760,164
1699,744,331
1700,1447,249
1701,1735,407
1702,807,208
1703,1351,429
1704,733,407
1705,1994,20
1706,1610,173
1707,1209,407
1708,1902,265
1709,1079,180
1710,1926,323
1711,1212,286
1712,1541,359
1713,1067,316
1714,752,24
1715,1932,114
1716,1060,466
1717,1361,336
1718,12,121
1719,322,456
1720,306,290
1721,1820,377
1722,109,58
1723,345,10
1724,1901,235
1725,331,314
1726,1184,158
1727,1085,380
1728,1357,311
1729,449,101
1730,1950,6
1731,946,395
1732,1390,66
1733,816,320
1734,487,394
1735,601,368
1736,1633,32
1737,1747,216
1738,565,327
1739,248,354
1740,333,372
1741,1812,17
1742,1707,6
1743,33,497
1744,1663,349
1745,628,197
1746,38,433
1747,988,318
1748,1834,405
1749,1749,347
1750,843,300
1751,1196,271
1752,862,116
1753,628,412
1754,1248,153
1755,1108,28
1756,1747,191
1757,1561,373
1758,206,157
1759,218,371
1760,1540,319
1761,693,218
1762,1639,357
1763,1983,340
1764,625,475
1765,906,268
1766,294,201
1767,1200,337
1768,612,122
1769,918,418
1770,654,301
1771,1524,51
1772,1856,207
1773,837,53
1774,1186,130
1775,539,273
1776,414,67
1777,580,251
1778,962,87
1779,434,52
1780,599,171
1781,1619,73
1782,1273,378
1783,195,53
1784,1485,496
1785,360,127
1786,396,124
1787,97,493
1788,1314,101
1789,1654,78
1790,370,365
1791,1701,11
1792,515,490
1793,1517,187
1794,1846,137
1795,1578,343
1796,1142,187
1797,1290,132
1798,236,246
1799,854,237
1800,1297,114
1801,1418,404
1802,1592,80
1803,92,27
1804,1585,307
1805,1953,473
1806,29,312
1807,305,213
1808,1467,391
1809,1385,351
1810,1371,266
1811,1102,370
1812,1425,18
1813,273,402
1814,1053,395
1815,1900,291
1816,1127,87
1817,1510,67
1818,1060,180
1819,1760,179
1820,1193,58
1821,163,44
1822,1136,225
1823,950,97
1824,565,341
1825,325,31
1826,81,398
1827,502,34
1828,976,274
1829,1680,406
1830,122,456
1831,809,409
1832,538,371
1833,1256,171
1834,1528,139
1835,1445,439
1836,1085,393
1837,1071,126
1838,481,359
1839,1630,418
1840,305,465
1841,36,470
1842,1371,28
1843,715,123
1844,784,437
1845,735,196
1846,827,172
1847,1103,147
1848,692,12
1849,888,317
1850,933,351
1851,17,317
1852,977,300
1853,1449,282
1854,203,382
1855,1667,282
1856,1415,309
1857,22,331
1858,1862,64
1859,1053,153
1860,377,33
1861,125,198
1862,881,191
1863,887,265
1864,1549,293
1865,1218,179
1866,1683,450
1867,1661,269
1868,1838,13
1869,18,188
1870,1254,15
1871,393,445
1872,142,143
1873,118,323
1874,522,81
1875,1930,352
1876,1460,473
1877,464,416
1878,899,450
1879,926,95
1880,1215,373
1881,1912,410
1882,1991,193
1883,1568,48
1884,498,385
1885,164,391
1886,929,312
1887,772,320
1888,1350,443
1889,1213,92
1890,1659,57
1891,1504,68
1892,481,120
1893,588,61
1894,214,336
1895,1246,264
1896,518,288
1897,646,10
1898,293,48
1899,812,101
1900,280,422
1901,678,373
1902,1379,318
1903,1776,308
1904,1034,49
1905,511,365
1906,1133,267
1907,956,352
1908,1804,103
1909,1621,187
1910,1427,348
1911,713,379
1912,1467,282
1913,220,305
1914,1023,104
1915,193,446
1916,1895,217
1917,25,452
1918,663,31
1919,192,436
1920,880,197
1921,1684,152
1922,373,13
1923,424,432
1924,977,418
1925,282,84
1926,362,368
1927,108,270
1928,298,477
1929,902,60
1930,1956,85
1931,257,45
1932,1392,366
1933,715,89
1934,1198,266
1935,1820,426
1936,1188,422
1937,1603,87
1938,1583,351
1939,1747,45
1940,642,218
1941,1929,103
1942,478,406
1943,914,186
1944,2,59
1945,1396,186
1946,574,31
1947,1219,26
1948,164,272
1949,1270,35
1950,802,82
1951,898,310
1952,779,312
1953,1599,200
1954,1312,136
1955,432,364
1956,1729,158
1957,636,156
1958,340,100
1959,1137,486
1960,1448,102
1961,229,106
1962,1328,413
1963,922,446
1964,121,418
1965,817,413
1966,893,387
1967,700,152
1968,248,371
1969,716,270
1970,1449,22
1971,1345,452
1972,1925,408
1973,755,488
1974,1380,321
1975,875,3
1976,66,440
1977,1239,462
1978,1585,92
1979,309,164
1980,165,477
1981,644,232
1982,1138,59
1983,77,355
1984,181,490
1985,1203,241
1986,1609,113
1987,1867,29
1988,1405,422
1989,84,412
1990,1192,221
1991,1106,337
1992,610,264
